"CubeId";"SNB1A@SNB.NSS.KZS.EID"
"PublishingDate";"2026-08-21 09:55"

"Date";"LAUFZEIT";"ZEITPUNKT";"frequency";"AGGREGATIONSMETHODE";"Value"
"1996-03-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.399"
"1996-03-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.333"
"1996-03-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-28";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-03-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.223"
"1996-04-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.234"
"1996-04-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.228"
"1996-04-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.257"
"1996-04-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.23"
"1996-04-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-04-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.194"
"1996-04-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.17"
"1996-05-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.424"
"1996-05-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-13";"J02M0";"A1100";"P1D_L";"ZZ";"2.377"
"1996-05-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-20";"J02M0";"A1100";"P1D_L";"ZZ";"2.426"
"1996-05-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.605"
"1996-05-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.91"
"1996-05-30";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-05-31";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-03";"J02M0";"A1100";"P1D_L";"ZZ";"2.9"
"1996-06-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-10";"J02M0";"A1100";"P1D_L";"ZZ";"2.914"
"1996-06-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-17";"J02M0";"A1100";"P1D_L";"ZZ";"3.06"
"1996-06-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-24";"J02M0";"A1100";"P1D_L";"ZZ";"2.979"
"1996-06-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-06-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.761"
"1996-07-01";"J02M0";"A1100";"P1D_L";"ZZ";"2.868"
"1996-07-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.934"
"1996-07-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-15";"J02M0";"A1100";"P1D_L";"ZZ";"2.893"
"1996-07-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.835"
"1996-07-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.786"
"1996-07-30";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-07-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.73"
"1996-08-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-05";"J02M0";"A1100";"P1D_L";"ZZ";"2.748"
"1996-08-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-12";"J02M0";"A1100";"P1D_L";"ZZ";"2.72"
"1996-08-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-19";"J02M0";"A1100";"P1D_L";"ZZ";"2.72"
"1996-08-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-26";"J02M0";"A1100";"P1D_L";"ZZ";"2.623"
"1996-08-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-28";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-29";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-08-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.503"
"1996-09-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.604"
"1996-09-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.568"
"1996-09-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.395"
"1996-09-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.323"
"1996-09-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-09-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.201"
"1996-10-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-07";"J02M0";"A1100";"P1D_L";"ZZ";"2.169"
"1996-10-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-14";"J02M0";"A1100";"P1D_L";"ZZ";"1.996"
"1996-10-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-21";"J02M0";"A1100";"P1D_L";"ZZ";"2.044"
"1996-10-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.227"
"1996-10-29";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-30";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-10-31";"J02M0";"A1100";"P1D_L";"ZZ";"1.997"
"1996-11-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-04";"J02M0";"A1100";"P1D_L";"ZZ";"2.296"
"1996-11-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-11";"J02M0";"A1100";"P1D_L";"ZZ";"2.173"
"1996-11-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-18";"J02M0";"A1100";"P1D_L";"ZZ";"2.425"
"1996-11-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-25";"J02M0";"A1100";"P1D_L";"ZZ";"2.306"
"1996-11-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-28";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-11-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.249"
"1996-12-02";"J02M0";"A1100";"P1D_L";"ZZ";"2.297"
"1996-12-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-09";"J02M0";"A1100";"P1D_L";"ZZ";"2.236"
"1996-12-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-16";"J02M0";"A1100";"P1D_L";"ZZ";"2.089"
"1996-12-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-23";"J02M0";"A1100";"P1D_L";"ZZ";"2.07"
"1996-12-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1996-12-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.024"
"1996-12-31";"J02M0";"A1100";"P1D_L";"ZZ";"2.049"
"1997-01-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-06";"J02M0";"A1100";"P1D_L";"ZZ";"2.097"
"1997-01-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-13";"J02M0";"A1100";"P1D_L";"ZZ";"1.983"
"1997-01-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-20";"J02M0";"A1100";"P1D_L";"ZZ";"1.998"
"1997-01-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-27";"J02M0";"A1100";"P1D_L";"ZZ";"1.965"
"1997-01-28";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-29";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-30";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-01-31";"J02M0";"A1100";"P1D_L";"ZZ";"1.98"
"1997-02-03";"J02M0";"A1100";"P1D_L";"ZZ";"1.958"
"1997-02-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-10";"J02M0";"A1100";"P1D_L";"ZZ";"1.882"
"1997-02-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-17";"J02M0";"A1100";"P1D_L";"ZZ";"1.846"
"1997-02-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-24";"J02M0";"A1100";"P1D_L";"ZZ";"1.813"
"1997-02-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-02-28";"J02M0";"A1100";"P1D_L";"ZZ";"1.726"
"1997-03-03";"J02M0";"A1100";"P1D_L";"ZZ";"1.717"
"1997-03-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-10";"J02M0";"A1100";"P1D_L";"ZZ";"1.797"
"1997-03-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-17";"J02M0";"A1100";"P1D_L";"ZZ";"1.823"
"1997-03-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-24";"J02M0";"A1100";"P1D_L";"ZZ";"1.907"
"1997-03-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-28";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-03-31";"J02M0";"A1100";"P1D_L";"ZZ";"1.953"
"1997-04-01";"J02M0";"A1100";"P1D_L";"ZZ";"1.953"
"1997-04-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-07";"J02M0";"A1100";"P1D_L";"ZZ";"1.951"
"1997-04-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-14";"J02M0";"A1100";"P1D_L";"ZZ";"2.01"
"1997-04-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-21";"J02M0";"A1100";"P1D_L";"ZZ";"1.989"
"1997-04-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-28";"J02M0";"A1100";"P1D_L";"ZZ";"2.031"
"1997-04-29";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-04-30";"J02M0";"A1100";"P1D_L";"ZZ";"1.862"
"1997-05-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-05";"J02M0";"A1100";"P1D_L";"ZZ";"1.857"
"1997-05-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-12";"J02M0";"A1100";"P1D_L";"ZZ";"1.875"
"1997-05-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-20";"J02M0";"A1100";"P1D_L";"ZZ";"1.884"
"1997-05-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-26";"J02M0";"A1100";"P1D_L";"ZZ";"1.751"
"1997-05-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-28";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-29";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-05-30";"J02M0";"A1100";"P1D_L";"ZZ";"1.594"
"1997-06-02";"J02M0";"A1100";"P1D_L";"ZZ";"1.531"
"1997-06-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-09";"J02M0";"A1100";"P1D_L";"ZZ";"1.707"
"1997-06-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-16";"J02M0";"A1100";"P1D_L";"ZZ";"1.632"
"1997-06-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-23";"J02M0";"A1100";"P1D_L";"ZZ";"1.659"
"1997-06-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-06-30";"J02M0";"A1100";"P1D_L";"ZZ";"1.653"
"1997-07-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-07";"J02M0";"A1100";"P1D_L";"ZZ";"1.636"
"1997-07-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-14";"J02M0";"A1100";"P1D_L";"ZZ";"1.637"
"1997-07-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-21";"J02M0";"A1100";"P1D_L";"ZZ";"1.705"
"1997-07-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-28";"J02M0";"A1100";"P1D_L";"ZZ";"1.744"
"1997-07-29";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-30";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-07-31";"J02M0";"A1100";"P1D_L";"ZZ";"1.743"
"1997-08-01";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-04";"J02M0";"A1100";"P1D_L";"ZZ";"1.764"
"1997-08-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-06";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-07";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-08";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-11";"J02M0";"A1100";"P1D_L";"ZZ";"1.766"
"1997-08-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-13";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-14";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-15";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-18";"J02M0";"A1100";"P1D_L";"ZZ";"1.857"
"1997-08-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-20";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-21";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-22";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-25";"J02M0";"A1100";"P1D_L";"ZZ";"1.903"
"1997-08-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-27";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-08-28";"J02M0";"A1100";"P1D_L";"ZZ";"1.868"
"1997-08-29";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-01";"J02M0";"A1100";"P1D_L";"ZZ";"1.852"
"1997-09-02";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-03";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-04";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-05";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-08";"J02M0";"A1100";"P1D_L";"ZZ";"2.005"
"1997-09-09";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-10";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-11";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-12";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-15";"J02M0";"A1100";"P1D_L";"ZZ";"1.984"
"1997-09-16";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-17";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-18";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-19";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-22";"J02M0";"A1100";"P1D_L";"ZZ";"2.01"
"1997-09-23";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-24";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-25";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-26";"J02M0";"A1100";"P1D_L";"ZZ";
"1997-09-29";"J02M0";"A1100";"P1D_L";"ZZ";"2.062"
"1997-09-30";"J02M0";"A1100";"P1D_L";"ZZ";"2.002"
